id,name,nation,role,salary_rank,comma_less_salary,team,season,salary
1000,Yusuf Pathan,India,All-Rounder,27,96600000,KKR,2012,"9,66,00,000"
1001,Abhishek Nayar,India,All-Rounder,140,36800000,KXIP,2012,"3,68,00,000"
1002,Adam Gilchrist,Australia,Wicketkeeper Batsman,86,45243000,KXIP,2012,"4,52,43,000"
1003,Amit yadav,India,All-Rounder,595,1000000,KXIP,2012,"10,00,000"
1004,Azhar Mahmood,Pakistan,All-Rounder,280,10054000,KXIP,2012,"1,00,54,000"
1005,Ben Cutting,Australia,Bowler,178,2513500,KXIP,2012,"25,13,500"
1006,Bhargav Bhatt,India,Bowler,539,1000000,KXIP,2012,"10,00,000"
1007,Bipul Sharma,India,All-Rounder,331,3000000,KXIP,2012,"30,00,000"
1008,David Hussey,Australia,All-Rounder,60,70378000,KXIP,2012,"7,03,78,000"
1009,David Miller,South Africa,Batsman,20,5027000,KXIP,2012,"50,27,000"
1010,Dimitri Mascarenhas,England,All-Rounder,272,5027000,KXIP,2012,"50,27,000"
1011,Gurkeerat Singh Mann ,India,Batsman,191,1000000,KXIP,2012,"10,00,000"
1012,Harmeet Singh,India,Bowler,506,1000000,KXIP,2012,"10,00,000"
1013,James Faulkner,Australia,All-Rounder,51,1508100,KXIP,2012,"15,08,100"
1014,Kyle Abbott,South Africa,Bowler,265,5027000,KXIP,2012,"50,27,000"
1015,Love Ablish,India,Bowler,440,3000000,KXIP,2012,"30,00,000"
1016,Mandeep Singh,India,All-Rounder,168,1000000,KXIP,2012,"10,00,000"
1017,Nathan Rimmington,Australia,Bowler,653,1005400,KXIP,2012,"10,05,400"
1018,Nitin Saini,India,Wicketkeeper Batsman,448,2000000,KXIP,2012,"20,00,000"
1019,Paras Dogra,India,Batsman,401,3000000,KXIP,2012,"30,00,000"
1020,Parvinder Awana,India,Batsman,324,2000000,KXIP,2012,"20,00,000"
1021,Paul Valthaty,India,Batsman,435,2000000,KXIP,2012,"20,00,000"
1022,Piyush Chawla,India,All-Rounder,24,41400000,KXIP,2012,"4,14,00,000"
1023,Praveen Kumar,India,Bowler,79,36800000,KXIP,2012,"3,68,00,000"
1024,Rajagopal Sathish,India,All-Rounder,384,0,KXIP,2012,0
1025,Ramesh Powar,India,Bowler,245,7360000,KXIP,2012,"73,60,000"
1026,Ryan Harris,Australia,Bowler,204,16337750,KXIP,2012,"1,63,37,750"
1027,Shalabh Srivastava,India,Bowler,441,3000000,KXIP,2012,"30,00,000"
1028,Shaun Marsh,Australia,Batsman,120,20108000,KXIP,2012,"2,01,08,000"
1029,Siddharth Chitnis,India,Batsman,493,1000000,KXIP,2012,"10,00,000"
1030,Stuart Broad,England,Bowler,239,20108000,KXIP,2012,"2,01,08,000"
1031,Sunny Singh,India,Batsman,388,3000000,KXIP,2012,"30,00,000"
1032,Vikramjeet Malik,India,Bowler,344,3000000,KXIP,2012,"30,00,000"
1033,Abu Nechim Ahmed,India,Bowler,312,3000000,MI,2012,"30,00,000"
1034,Aditya Tare,India,Wicketkeeper Batsman,201,1000000,MI,2012,"10,00,000"
1035,Aiden Blizzard,Australia,Batsman,471,1005400,MI,2012,"10,05,400"
1036,Ambati Rayudu,India,Batsman,68,3000000,MI,2012,"30,00,000"
1037,Amitoze Singh,India,All-Rounder,602,1000000,MI,2012,"10,00,000"
1038,Apoorv Wankhade,India,Batsman,511,1000000,MI,2012,"10,00,000"
1039,Clint McKay,Australia,Bowler,330,5529700,MI,2012,"55,29,700"
1040,Davy Jacobs,South Africa,Wicketkeeper Batsman,314,9551300,MI,2012,"95,51,300"
1041,Dhawal Kulkarni,India,Bowler,161,2000000,MI,2012,"20,00,000"
1042,Dinesh Karthik,India,Wicketkeeper Batsman,12,41400000,MI,2012,"4,14,00,000"
1043,Dwayne Smith,West Indies,All-Rounder,114,5027000,MI,2012,"50,27,000"
1044,Harbhajan Singh,India,Bowler,22,59800000,MI,2012,"5,98,00,000"
1045,Herschelle Gibbs,South Africa,Batsman,177,2513500,MI,2012,"25,13,500"
1046,James Franklin,New Zealand,All-Rounder,341,5027000,MI,2012,"50,27,000"
1047,Jaydev Shah,India,Batsman,355,3000000,MI,2012,"30,00,000"
1048,Kieron Pollard,West Indies,All-Rounder,14,45243000,MI,2012,"4,52,43,000"
1049,Kuldeep Yadav,India,Bowler,74,1000000,MI,2012,"10,00,000"
1050,Lasith Malinga,Sri Lanka,Bowler,29,25135000,MI,2012,"2,51,35,000"
1051,Mitchell Johnson,Australia,Bowler,66,15081000,MI,2012,"1,50,81,000"
1052,Munaf Patel,India,Bowler,133,32200000,MI,2012,"3,22,00,000"
1053,Pawan Suyal,India,Bowler,458,1000000,MI,2012,"10,00,000"
1054,Pragyan Ojha,India,Bowler,156,23000000,MI,2012,"2,30,00,000"
1055,Rahul Shukla,India,Bowler,450,800000,MI,2012,"8,00,000"
1056,Richard Levi,South Africa,Batsman,574,2513500,MI,2012,"25,13,500"
1057,Robin Peterson,South Africa,Bowler,477,5027000,MI,2012,"50,27,000"
1058,Rohit Sharma,India,Batsman,2,92000000,MI,2012,"9,20,00,000"
1059,RP Singh,India,Bowler,102,27600000,MI,2012,"2,76,00,000"
1060,Sachin Tendulkar,India,Batsman,42,82800000,MI,2012,"8,28,00,000"
1061,Sujit Nayak,India,Batsman,656,800000,MI,2012,"8,00,000"
1062,Suryakumar Yadav,India,Batsman,113,1000000,MI,2012,"10,00,000"
1063,Sushant Marathe,India,Wicketkeeper Batsman,473,800000,MI,2012,"8,00,000"
1064,Thisara Perera,Sri Lanka,All-Rounder,143,32675500,MI,2012,"3,26,75,500"
1065,Tirumalasetti Suman,India,Batsman,362,3000000,MI,2012,"30,00,000"
1066,Yuzvendra Chahal,India,Bowler,77,1000000,MI,2012,"10,00,000"
1067,AB de Villiers,South Africa,Wicketkeeper Batsman,5,55297000,RCB,2012,"5,52,97,000"
1068,Abhimanyu Mithun,India,Bowler,220,11960000,RCB,2012,"1,19,60,000"
1069,Abrar Kazi,India,Bowler,597,1000000,RCB,2012,"10,00,000"
1070,Andrew McDonald,Australia,All-Rounder,343,4021600,RCB,2012,"40,21,600"
1071,Arun Karthik,India,Wicketkeeper Batsman,402,2000000,RCB,2012,"20,00,000"
1072,Asad Pathan,India,Bowler,598,1000000,RCB,2012,"10,00,000"
1073,Charl Langeveldt,South Africa,Bowler,327,7037800,RCB,2012,"70,37,800"
1074,Cheteshwar Pujara,India,Batsman,144,32200000,RCB,2012,"3,22,00,000"
1075,Chidhambaram Gautam,India,Wicketkeeper Batsman,421,1000000,RCB,2012,"10,00,000"
1076,Chris Gayle,West Indies,All-Rounder,21,32675500,RCB,2012,"3,26,75,500"
1077,Daniel Vettori,New Zealand,All-Rounder,129,27648500,RCB,2012,"2,76,48,500"
1078,Dirk Nannes,Australia,Bowler,165,32675500,RCB,2012,"3,26,75,500"
1079,Harshal Patel,India,Bowler,281,800000,RCB,2012,"8,00,000"
1080,Karun Nair,India,Batsman,64,800000,RCB,2012,"8,00,000"
1081,KP Appanna,India,Bowler,565,800000,RCB,2012,"8,00,000"
1082,Luke Pomersbach,Australia,Batsman,282,2513500,RCB,2012,"25,13,500"
1083,Mayank Agarwal,India,Batsman,157,1000000,RCB,2012,"10,00,000"
1084,Mohammad Kaif,India,Batsman,185,5980000,RCB,2012,"59,80,000"
1085,Muttiah Muralitharan,Sri Lanka,Bowler,119,10120000,RCB,2012,"1,01,20,000"
1086,Prasanth Parameswaran,India,Bowler,603,1000000,RCB,2012,"10,00,000"
1087,Raju Bhatkal,India,All-Rounder,527,1000000,RCB,2012,"10,00,000"
1088,Rilee Rossouw,South Africa,Batsman,416,1005400,RCB,2012,"10,05,400"
1089,Ryan Ninan,India,All-Rounder,495,2000000,RCB,2012,"20,00,000"
1090,S Thiyagarajan,India,Bowler,756,800000,RCB,2012,"8,00,000"
1091,Saurabh Tiwary,India,Batsman,65,73600000,RCB,2012,"7,36,00,000"
1092,Sreenath Aravind,India,Bowler,377,2000000,RCB,2012,"20,00,000"
1093,Syed Mohammad,India,Bowler,541,1000000,RCB,2012,"10,00,000"
1094,Tillakaratne Dilshan,Sri Lanka,All-Rounder,135,32675500,RCB,2012,"3,26,75,500"
1095,Vijay Zol,India,Batsman,423,800000,RCB,2012,"8,00,000"
1096,Vinay Kumar,India,Bowler,78,46000000,RCB,2012,"4,60,00,000"
1097,Virat Kohli,India,Batsman,3,82800000,RCB,2012,"8,28,00,000"
1098,Zaheer Khan,India,Bowler,57,41400000,RCB,2012,"4,14,00,000"
1099,Alfonso Thomas,South Africa,Bowler,379,5027000,RPS,2012,"50,27,000"
1100,Ali Murtaza,India,Bowler,442,2000000,RPS,2012,"20,00,000"
1101,Angelo Mathews,Sri Lanka,All-Rounder,80,47756500,RPS,2012,"4,77,56,500"
1102,Anustup Majumdar,India,All-Rounder,605,1000000,RPS,2012,"10,00,000"
1103,Ashish Nehra,India,Bowler,59,39100000,RPS,2012,"3,91,00,000"
1104,Ashok Dinda,India,Bowler,167,17250000,RPS,2012,"1,72,50,000"
1105,Bhuvneshwar kumar,India,Bowler,25,2000000,RPS,2012,"20,00,000"
1106,Callum Ferguson,Australia,Batsman,268,15081000,RPS,2012,"1,50,81,000"
1107,Dheeraj Jadhav,India,Batsman,391,3000000,RPS,2012,"30,00,000"
1108,Eklavya Dwivedi,India,Wicketkeeper Batsman,296,1000000,RPS,2012,"10,00,000"
1109,Graeme Smith,South Africa,Batsman,154,25135000,RPS,2012,"2,51,35,000"
1110,Harpreet Singh,India,Batsman,408,2000000,RPS,2012,"20,00,000"
1111,Harshad Khadiwale,India,Batsman,497,2000000,RPS,2012,"20,00,000"
1112,James Hopes,Australia,All-Rounder,202,0,RPS,2012,0
1113,Jesse Ryder,New Zealand,All-Rounder,244,7540500,RPS,2012,"75,40,500"
1114,Kamran Khan,India,Bowler,536,1000000,RPS,2012,"10,00,000"
1115,Krishnakant Upadhyay,India,All-Rounder,665,800000,RPS,2012,"8,00,000"
1116,Luke Wright,England,All-Rounder,298,10054000,RPS,2012,"1,00,54,000"
1117,Manish Pandey,India,Batsman,26,2000000,RPS,2012,"20,00,000"
1118,Marlon Samuels,West Indies,Batsman,299,5027000,RPS,2012,"50,27,000"
1119,Michael Clarke,Australia,Batsman,230,20108000,RPS,2012,"2,01,08,000"
1120,Mitchell Marsh,Australia,All-Rounder,101,14578300,RPS,2012,"1,45,78,300"
1121,Mithun Manhas,India,All-Rounder,311,3000000,RPS,2012,"30,00,000"
1122,Mohnish Mishra,India,Batsman,443,3000000,RPS,2012,"30,00,000"
1123,Murali Kartik,India,Bowler,162,18400000,RPS,2012,"1,84,00,000"
1124,Nathan McCullum,New Zealand,Bowler,342,5027000,RPS,2012,"50,27,000"
1125,Rahul Sharma,India,Bowler,269,2000000,RPS,2012,"20,00,000"
1126,Raiphi Gomez,India,All-Rounder,472,1000000,RPS,2012,"10,00,000"
1127,Robin Uthappa,India,Batsman,9,105567000,RPS,2012,"10,55,67,000"
1128,Sachin Rana,India,Bowler,392,3000000,RPS,2012,"30,00,000"
1129,Shrikant Wagh,India,All-Rounder,439,2000000,RPS,2012,"20,00,000"
1130,Sourav Ganguly,India,Batsman,108,18400000,RPS,2012,"1,84,00,000"
1131,Steven Smith,Australia,Batsman,31,10054000,RPS,2012,"1,00,54,000"
1132,Tamim Iqbal,Bangladesh,Batsman,475,2513500,RPS,2012,"25,13,500"
1133,Tim Paine,Australia,Wicketkeeper Batsman,279,13572900,RPS,2012,"1,35,72,900"
1134,Wayne Parnell,South Africa,Bowler,196,8043200,RPS,2012,"80,43,200"
1135,Yuvraj Singh,India,Batsman,8,82800000,RPS,2012,"8,28,00,000"
1136,Aakash Chopra,India,Batsman,427,3000000,RR,2012,"30,00,000"
1137,Abhishek Raut,India,All-Rounder,420,3000000,RR,2012,"30,00,000"
1138,Aditya Dole,India,Bowler,488,2000000,RR,2012,"20,00,000"
1139,Ajinkya Rahane,India,Batsman,23,2000000,RR,2012,"20,00,000"
1140,Ajit Chandila,India,All-Rounder,389,3000000,RR,2012,"30,00,000"
1141,Amit paunikar,India,Wicketkeeper Batsman,438,2000000,RR,2012,"20,00,000"
1142,Amit Singh,India,Bowler,428,3000000,RR,2012,"30,00,000"
1143,Ankeet Chavan,India,Batsman,434,2000000,RR,2012,"20,00,000"
1144,Ashok Menaria,India,All-Rounder,457,2000000,RR,2012,"20,00,000"
1145,Brad Hodge,Australia,Batsman,166,23878250,RR,2012,"2,38,78,250"
1146,Brad Hogg,Australia,All-Rounder,270,9048600,RR,2012,"90,48,600"
1147,Deepak Chahar,India,Bowler,246,1000000,RR,2012,"10,00,000"
1148,Dinesh Chandimal,Sri Lanka,Wicketkeeper Batsman,572,2513500,RR,2012,"25,13,500"
1149,Dishant Yagnik,India,Wicketkeeper Batsman,332,3000000,RR,2012,"30,00,000"
1150,Faiz Fazal,India,Batsman,436,3000000,RR,2012,"30,00,000"
1151,Johan Botha,South Africa,All-Rounder,139,47756500,RR,2012,"4,77,56,500"
1152,Kevon Cooper,West Indies,All-Rounder,406,2513500,RR,2012,"25,13,500"
1153,Owais Shah,England,Batsman,290,0,RR,2012,0
1154,Pankaj Singh,India,Batsman,315,4370000,RR,2012,"43,70,000"
1155,Paul Collingwood,England,All-Rounder,210,12567500,RR,2012,"1,25,67,500"
1156,Pinal Shah,India,Wicketkeeper Batsman,403,3000000,RR,2012,"30,00,000"
1157,Rahul Dravid,India,Batsman,96,23000000,RR,2012,"2,30,00,000"
1158,Samad Fallah,India,Bowler,507,2000000,RR,2012,"20,00,000"
1159,Shane Watson,Australia,All-Rounder,10,65351000,RR,2012,"6,53,51,000"
1160,Shaun Tait,Australia,Bowler,176,15081000,RR,2012,"1,50,81,000"
1161,Shreevats Goswami,India,Wicketkeeper Batsman,212,2000000,RR,2012,"20,00,000"
1162,Siddharth Trivedi,India,Bowler,352,3000000,RR,2012,"30,00,000"
1163,Sreesanth,India,Bowler,118,18400000,RR,2012,"1,84,00,000"
1164,Stuart Binny,India,All-Rounder,107,3000000,RR,2012,"30,00,000"
1165,Sumit Narwal,India,All-Rounder,400,3000000,RR,2012,"30,00,000"
1166,Abhishek Jhunjhunwala,India,Batsman,437,3000000,SRH,2012,"30,00,000"
1167,Akash Bhandari,India,Bowler,599,1000000,SRH,2012,"10,00,000"
1168,Amit Mishra,India,Bowler,46,13800000,SRH,2012,"1,38,00,000"
1169,Anand Rajan,India,Bowler,480,2000000,SRH,2012,"20,00,000"
1170,Ankit Sharma,India,Bowler,390,1000000,SRH,2012,"10,00,000"
1171,Arjun Yadav,India,Batsman,381,3000000,SRH,2012,"30,00,000"
1172,Ashish Reddy,India,Batsman,571,1000000,SRH,2012,"10,00,000"
1173,Bharat Chipli,India,Batsman,404,3000000,SRH,2012,"30,00,000"
1174,Biplab Samantray,India,All-Rounder,658,800000,SRH,2012,"8,00,000"
1175,Cameron White,Australia,Batsman,84,55297000,SRH,2012,"5,52,97,000"
1176,Chris Lynn,Australia,Batsman,63,1005400,SRH,2012,"10,05,400"
1177,Dale Steyn,South Africa,Bowler,32,60324000,SRH,2012,"6,03,24,000"
1178,Dan Christian,Australia,All-Rounder,152,45243000,SRH,2012,"4,52,43,000"
1179,Daniel Harris,Australia,Batsman,532,3518900,SRH,2012,"35,18,900"
1180,Darren Bravo,West Indies,Batsman,365,5027000,SRH,2012,"50,27,000"
1181,Dwaraka Ravi Teja,India,Batsman,382,2000000,SRH,2012,"20,00,000"
1182,Ishank Jaggi,India,Batsman,422,2000000,SRH,2012,"20,00,000"
1183,Ishant Sharma,India,Bowler,58,20700000,SRH,2012,"2,07,00,000"
1184,Jean-Paul Duminy,South Africa,All-Rounder,82,15081000,SRH,2012,"1,50,81,000"
1185,Juan Theron,South Africa,Bowler,405,4272950,SRH,2012,"42,72,950"
1186,Kedar Devdhar,India,Wicketkeeper Batsman,600,1000000,SRH,2012,"10,00,000"
1187,Kumar Sangakkara,Sri Lanka,Wicketkeeper Batsman,93,35189000,SRH,2012,"3,51,89,000"
1188,Manpreet Gony,India,Bowler,236,13340000,SRH,2012,"1,33,40,000"
1189,P Akshath reddy,India,Bowler,657,800000,SRH,2012,"8,00,000"
1190,Parthiv Patel,India,Wicketkeeper Batsman,88,29900000,SRH,2012,"2,99,00,000"
1191,Shikhar Dhawan,India,Batsman,13,13800000,SRH,2012,"1,38,00,000"
1192,Sneha Kishore,India,Bowler,758,800000,SRH,2012,"8,00,000"
1193,Sunny Sohal,India,Batsman,492,1000000,SRH,2012,"10,00,000"
1194,Syed Quadri,India,All-Rounder,669,800000,SRH,2012,"8,00,000"
1195,Tanmay Mishra,Kenya,Batsman,604,1000000,SRH,2012,"10,00,000"
1196,Tanmay Srivastava,India,Batsman,449,800000,SRH,2012,"8,00,000"
1197,Tekkami Atchuta Rao,India,Bowler,757,800000,SRH,2012,"8,00,000"
1198,TP Sudhindra,India,Bowler,701,1000000,SRH,2012,"10,00,000"
1199,Veer Pratap Singh,India,Bowler,378,800000,SRH,2012,"8,00,000"
1200,Akila Dananjaya,Sri Lanka,All-Rounder,451,1065400,CSK,2013,"10,65,400"
1201,Albie Morkel,South Africa,All-Rounder,95,26635000,CSK,2013,"2,66,35,000"
1202,Ankit Rajpoot,India,Bowler,146,1000000,CSK,2013,"10,00,000"
1203,Baba Aparajith,India,All-Rounder,481,1000000,CSK,2013,"10,00,000"
1204,Ben Hilfenhaus,Australia,Bowler,242,5327000,CSK,2013,"53,27,000"
1205,Ben Laughlin,Australia,Bowler,385,1065400,CSK,2013,"10,65,400"
1206,Chris Morris,South Africa,All-Rounder,19,33293750,CSK,2013,"3,32,93,750"
1207,Dirk Nannes,Australia,Bowler,165,31962000,CSK,2013,"3,19,62,000"
1208,Dwayne Bravo,West Indies,All-Rounder,33,10654000,CSK,2013,"1,06,54,000"
1209,Faf Du Plessis,South Africa,Batsman,67,6392400,CSK,2013,"63,92,400"
1210,Imtiaz Ahmed,India,Wicketkeeper Batsman,542,1000000,CSK,2013,"10,00,000"
1211,Jason Holder,West Indies,All-Rounder,260,1065400,CSK,2013,"10,65,400"
1212,Michael Hussey,Australia,Batsman,121,22639750,CSK,2013,"2,26,39,750"
1213,Mohit Sharma,India,Bowler,73,1000000,CSK,2013,"10,00,000"
1214,MS Dhoni,India,Wicketkeeper Batsman,1,82800000,CSK,2013,"8,28,00,000"
1215,Murali Vijay,India,Batsman,56,41400000,CSK,2013,"4,14,00,000"
1216,Nuwan Kulasekara,Sri Lanka,Bowler,340,5327000,CSK,2013,"53,27,000"
1217,Ravi Karthikeyan,India,Bowler,702,1000000,CSK,2013,"10,00,000"
1218,Ravichandran Ashwin,India,All-Rounder,15,39100000,CSK,2013,"3,91,00,000"
1219,Ravindra Jadeja,India,All-Rounder,11,92000000,CSK,2013,"9,20,00,000"
1220,Ronit More,India,Bowler,546,1000000,CSK,2013,"10,00,000"
1221,S Badrinath,India,Batsman,153,36800000,CSK,2013,"3,68,00,000"
1222,Shadab Jakati,India,Bowler,251,9200000,CSK,2013,"92,00,000"
1223,Srikkanth Anirudha ,India,Batsman,356,3000000,CSK,2013,"30,00,000"
1224,Suresh Raina,India,Batsman,4,59800000,CSK,2013,"5,98,00,000"
1225,Vijay Shankar,India,All-Rounder,131,1000000,CSK,2013,"10,00,000"
1226,Wriddhiman Saha,India,Wicketkeeper Batsman,97,4600000,CSK,2013,"46,00,000"
1227,Ajit Agarkar,India,Bowler,192,9660000,DC,2013,"96,60,000"
1228,Andre Russell,West Indies,All-Rounder,38,23971500,DC,2013,"2,39,71,500"
1229,Aristh Singhvi,India,Bowler,703,1000000,DC,2013,"10,00,000"
1230,Ashish Nehra,India,Bowler,59,39100000,DC,2013,"3,91,00,000"
1231,Ben Rohrer,Australia,Batsman,567,2663500,DC,2013,"26,63,500"
1232,Bharat Chipli,India,Batsman,404,1000000,DC,2013,"10,00,000"
1233,Chidhambaram Gautam,India,Wicketkeeper Batsman,421,1000000,DC,2013,"10,00,000"
1234,David Warner,Australia,Batsman,16,39952500,DC,2013,"3,99,52,500"
1235,Gulam Bodi,South Africa,Batsman,591,1065400,DC,2013,"10,65,400"
1236,Irfan Pathan,India,All-Rounder,36,87400000,DC,2013,"8,74,00,000"
1237,Jeevan Mendis,Sri Lanka,All-Rounder,568,2663500,DC,2013,"26,63,500"
1238,Jesse Ryder,New Zealand,All-Rounder,244,13850200,DC,2013,"1,38,50,200"
1239,Johan Botha,South Africa,All-Rounder,139,23971500,DC,2013,"2,39,71,500"
1240,Kedar Jadhav,India,All-Rounder,52,2000000,DC,2013,"20,00,000"
1241,Kevin Pietersen,England,Batsman,47,0,DC,2013,0
1242,Mahela Jayawardene,Sri Lanka,Batsman,70,64400000,DC,2013,"6,44,00,000"
1243,Manpreet Juneja,India,Batsman,545,1000000,DC,2013,"10,00,000"
1244,Morne Morkel,South Africa,Bowler,111,25303250,DC,2013,"2,53,03,250"
1245,Naman Ojha,India,Wicketkeeper Batsman,188,12420000,DC,2013,"1,24,20,000"
1246,Pawan Negi,India,Bowler,132,1000000,DC,2013,"10,00,000"
1247,Roelof Van der Merwe,Netherlands,All-Rounder,364,2663500,DC,2013,"26,63,500"
1248,Royston Dias,India,Bowler,704,1000000,DC,2013,"10,00,000"
1249,Shahbaz Nadeem,India,Bowler,106,3000000,DC,2013,"30,00,000"
1250,Siddarth Kaul,India,Bowler,705,1000000,DC,2013,"10,00,000"
1251,Sujit Nayak,India,Batsman,656,1000000,DC,2013,"10,00,000"
1252,Umesh Yadav,India,Bowler,50,34500000,DC,2013,"3,45,00,000"
1253,Unmukt Chand,India,Batsman,292,1000000,DC,2013,"10,00,000"
1254,Varun Aaron,India,Bowler,126,0,DC,2013,0
1255,Venugopal Rao,India,Batsman,158,32200000,DC,2013,"3,22,00,000"
1256,Virender Sehwag,India,Batsman,37,82800000,DC,2013,"8,28,00,000"
1257,Yogesh Nagar,India,All-Rounder,419,2000000,DC,2013,"20,00,000"
1258,Brad Haddin,Australia,Wicketkeeper Batsman,213,17312750,KKR,2013,"1,73,12,750"
1259,Brendon McCullum,New Zealand,Wicketkeeper Batsman,40,47943000,KKR,2013,"4,79,43,000"
1260,Brett Lee,Australia,Bowler,100,21308000,KKR,2013,"2,13,08,000"
1261,Debabrata Das,India,Batsman,487,800000,KKR,2013,"8,00,000"
1262,Eoin Morgan,England,Batsman,90,18644500,KKR,2013,"1,86,44,500"
1263,Gautam Gambhir,India,Batsman,7,110400000,KKR,2013,"11,04,00,000"
1264,Iqbal Abdulla,India,All-Rounder,291,2000000,KKR,2013,"20,00,000"
1265,Jacques Kallis,South Africa,All-Rounder,53,58597000,KKR,2013,"5,85,97,000"
1266,James Pattinson,Australia,Bowler,262,5327000,KKR,2013,"53,27,000"
1267,Lakshmipathy Balaji,India,Bowler,169,23000000,KKR,2013,"2,30,00,000"
1268,Laxmi Shukla,India,All-Rounder,259,3000000,KKR,2013,"30,00,000"
1269,Manoj Tiwary,India,Batsman,89,21850000,KKR,2013,"2,18,50,000"
1270,Manvinder Bisla,India,Wicketkeeper Batsman,285,3000000,KKR,2013,"30,00,000"
1271,Mohammed Shami,India,Bowler,48,1000000,KKR,2013,"10,00,000"
1272,Paras Dogra,India,Batsman,999,1000000,KKR,2013,
1273,Pradeep Sangwan,India,Bowler,271,2000000,KKR,2013,"20,00,000"
1274,Rajat Bhatia,India,All-Rounder,200,3000000,KKR,2013,"30,00,000"
1275,Ryan Mclaren,South Africa,All-Rounder,323,2663500,KKR,2013,"26,63,500"
1276,Ryan ten Doeschate,Netherlands,All-Rounder,229,7990500,KKR,2013,"79,90,500"
1277,Sachithra Senanayake,Sri Lanka,Bowler,254,33293750,KKR,2013,"3,32,93,750"
1278,Sarabjit Ladda,India,Bowler,417,2000000,KKR,2013,"20,00,000"
1279,Shakib Al Hasan,Bangladesh,All-Rounder,76,22639750,KKR,2013,"2,26,39,750"
1280,Sumit Narwal,India,All-Rounder,400,1000000,KKR,2013,"10,00,000"
1281,Sunil Narine,West Indies,Bowler,6,37289000,KKR,2013,"3,72,89,000"
1282,Yusuf Pathan,India,All-Rounder,27,96600000,KKR,2013,"9,66,00,000"
1283,Adam Gilchrist,Australia,Wicketkeeper Batsman,86,47943000,KXIP,2013,"4,79,43,000"
1284,Aniket Choudhary,India,Bowler,286,1000000,KXIP,2013,"10,00,000"
1285,Azhar Mahmood,Pakistan,All-Rounder,280,10654000,KXIP,2013,"1,06,54,000"
1286,Bhargav Bhatt,India,Bowler,539,1000000,KXIP,2013,"10,00,000"
1287,Bipul Sharma,India,All-Rounder,331,3000000,KXIP,2013,"30,00,000"
1288,David Hussey,Australia,All-Rounder,60,74578000,KXIP,2013,"7,45,78,000"
1289,David Miller,South Africa,Batsman,20,5327000,KXIP,2013,"53,27,000"
1290,Dimitri Mascarenhas,England,All-Rounder,272,5327000,KXIP,2013,"53,27,000"
1291,Gurkeerat Singh Mann ,India,Batsman,191,1000000,KXIP,2013,"10,00,000"
1292,Harmeet Singh,India,Bowler,506,1000000,KXIP,2013,"10,00,000"
1293,Luke Pomersbach,Australia,Batsman,282,15981000,KXIP,2013,"1,59,81,000"
1294,Manan Vohra,India,Batsman,91,23000000,KXIP,2013,"2,30,00,000"
1295,Mandeep Singh,India,All-Rounder,168,1000000,KXIP,2013,"10,00,000"
1296,Manpreet Gony,India,Bowler,236,3000000,KXIP,2013,"30,00,000"
1297,Michael Neser,Australia,All-Rounder,689,1158043,KXIP,2013,"11,58,043"
1298,Nitin Saini,India,Wicketkeeper Batsman,448,2000000,KXIP,2013,"20,00,000"
1299,Parvinder Awana,India,Batsman,324,2000000,KXIP,2013,"20,00,000"
1300,Paul Valthaty,India,Batsman,435,2000000,KXIP,2013,"20,00,000"
1301,Piyush Chawla,India,All-Rounder,24,41400000,KXIP,2013,"4,14,00,000"
1302,Praveen Kumar,India,Bowler,79,36800000,KXIP,2013,"3,68,00,000"
1303,Rajagopal Sathish,India,All-Rounder,384,3000000,KXIP,2013,"30,00,000"
1304,Ryan Harris,Australia,Bowler,204,17312750,KXIP,2013,"1,73,12,750"
1305,Sandeep Sharma,India,Bowler,116,1000000,KXIP,2013,"10,00,000"
1306,Shaun Marsh,Australia,Batsman,120,21308000,KXIP,2013,"2,13,08,000"
1307,Siddharth Chitnis,India,Batsman,493,1000000,KXIP,2013,"10,00,000"
1308,Sunny Singh,India,Batsman,388,3000000,KXIP,2013,"30,00,000"
1309,Abu Nechim Ahmed,India,Bowler,312,3000000,MI,2013,"30,00,000"
1310,Aditya Tare,India,Wicketkeeper Batsman,201,1000000,MI,2013,"10,00,000"
1311,Aiden Blizzard,Australia,Batsman,471,1065400,MI,2013,"10,65,400"
1312,Ambati Rayudu,India,Batsman,68,3000000,MI,2013,"30,00,000"
1313,Amitoze Singh,India,All-Rounder,602,1000000,MI,2013,"10,00,000"
